payment_id,order_id,amount,payment_date,payment_method,status
PM0000903,O0000903, ,not_a_date,cod,paid
PM0000904,not_a_date,4442.94,not_a_date,,###BAD###
PM0000905,O0000905,1200.74,N/A,cod,null
PM0000906,O0000906,914.74,2024-12-18T13:30:19,nan,invalid
PM0000907,123abc,6135.51,2023-04-24T00:49:50,32-13-2025,paid
PM0000908,O0000908,1122.83,invalid,netbanking,paid
PM0000909,O0000909,1383.63,invalid,upi,paid
PM0000910,NULL,4643.84,2024-12-03T13:58:03,@@@,null
PM0000911,123abc,32-13-2025,not_a_date,card, 
PM0000912, ,3820.15,2024-05-26T01:04:03,netbanking,paid
nan,O0000913,3447.27,not_a_date,not_a_date,123abc
PM0000914,O0000914,4335.93,2025-03-25T15:42:07,card,paid
PM0000915,O0000915,3314.14,2024-02-26T15:45:47,null,paid
PM0000916,NULL,4789.09,@@@,netbanking,paid
PM0000917,invalid,nan,2025-10-28T03:03:22,invalid,paid
PM0000918,O0000918,8625.26, ,null,paid
PM0000919,###BAD###,not_a_date,2023-10-18T01:15:44,###BAD###,paid
9999-99-99,O0000920,2650.71,N/A,upi,paid
PM0000921,O0000921,123abc,2024-07-25T19:24:31,9999-99-99,paid
 ,O0000922,4866.94,2023-04-01T07:13:24,cod,
PM0000923,O0000923,5654.44,nan,32-13-2025,paid
PM0000924,O0000924,2321.72,2024-06-21T18:13:48,invalid,###BAD###
nan,,invalid,invalid,123abc,paid
PM0000926,O0000926,3271.88,not_a_date,netbanking,32-13-2025
null,O0000927,2761.07,2023-02-01T08:51:43,card,not_a_date
PM0000928,O0000928,1543.14,2024-08-28T10:36:25,upi,paid
PM0000929,O0000929,1459.16,2024-05-28T20:51:49,card,paid
nan,O0000930,null,9999-99-99,,paid
32-13-2025, ,2197.12,2025-08-13T01:22:30,netbanking,paid
PM0000932,O0000932,nan,2023-06-12T08:57:39,@@@,null
null,123abc,7908.87,123abc,123abc,null
PM0000934,O0000934,1777.49,2023-04-12T07:07:41,###BAD###,paid
###BAD###,nan,1333.76,32-13-2025,nan,32-13-2025
###BAD###,, ,not_a_date,@@@,nan
123abc,O0000937,997.08,2023-06-08T07:13:20,@@@,NULL
@@@, ,1042.74,2025-05-23T09:09:01,32-13-2025,invalid
PM0000939,9999-99-99, ,2025-04-15T20:23:30,upi,not_a_date
123abc,O0000940,1678.74,32-13-2025,card,paid
PM0000941,###BAD###,3690.52,2024-03-09T10:32:45,32-13-2025,refunded
 ,O0000942,4338.97,2023-03-08T21:46:09,32-13-2025,9999-99-99
PM0000943,O0000943,1300.18,2024-04-04T18:32:36,###BAD###,NULL
PM0000944,123abc,32-13-2025,nan,null,paid
PM0000945,O0000945, ,2024-02-04T18:18:58,invalid,paid
PM0000946,O0000946,647.69,2025-07-22T10:47:07,cod,paid
NULL,nan,nan,2023-06-13T11:35:32,N/A,@@@
123abc,O0000948,10967.53,2024-04-16T14:50:26,not_a_date,paid
###BAD###, ,3085.92,2025-04-14T21:37:42,upi,paid
invalid,null,1672.28,2024-10-04T03:05:26,N/A,paid
###BAD###,@@@,3996.92,2024-02-10T05:56:29,card,paid
NULL,O0000952,@@@,2025-08-20T23:06:08, ,paid
PM0000953,O0000953,nan,2023-12-08T02:08:32,cod,paid
invalid,O0000954,5060.9,2023-09-19T12:44:35,upi,null
PM0000955,O0000955,3714.65,2024-11-20T18:38:39,null,NULL
PM0000956,O0000956,4411.65,2024-12-27T14:58:26,cod,paid
 ,O0000957,5029.44,123abc,123abc,paid
9999-99-99,9999-99-99,997.02,123abc,,N/A
PM0000959,O0000959,1153.81,2025-06-17T05:32:46,card,paid
PM0000960,O0000960,8531.08,2025-10-07T10:03:36,cod, 
PM0000961,O0000961,null,9999-99-99,###BAD###,@@@
PM0000962,O0000962,3122.33,not_a_date,upi,paid
9999-99-99,###BAD###,123abc,2023-08-31T09:17:31,netbanking,paid
not_a_date,O0000964,4041.28,2024-06-15T19:48:06,###BAD###,paid
null,32-13-2025,3597.46,2024-02-28T17:53:32, ,refunded
PM0000966,invalid,4330.97,NULL,upi,32-13-2025
PM0000967,O0000967,not_a_date,2025-05-23T23:28:33,cod, 
PM0000968,O0000968,2737.44,###BAD###, ,paid
N/A,O0000969,4419.34,2024-06-22T02:55:08,invalid,paid
PM0000970,9999-99-99,2593.37,2023-06-11T23:50:14,not_a_date,paid
PM0000971,O0000971,@@@,2024-11-17T08:29:40,card,paid
PM0000972,N/A,N/A,2023-03-20T13:06:59,null,###BAD###
,O0000973,NULL,2023-03-14T20:40:00,cod,paid
,nan,586.98,2024-02-05T08:30:09,netbanking, 
not_a_date,not_a_date,1527.46,invalid,netbanking,paid
PM0000976,O0000976,NULL,2023-05-18T15:35:39,null, 
NULL,null,1606.36,2024-06-22T19:24:40,upi,invalid
null,@@@,invalid,###BAD###,cod,invalid
PM0000979,O0000979,4223.54,2025-03-14T19:22:34,card,paid
PM0000980,O0000980,4748.81,2024-08-11T13:28:20,cod,32-13-2025
@@@,O0000981,440.83,,123abc,###BAD###
,not_a_date,2563.82,2025-09-17T15:38:26,card,nan
PM0000983,O0000983,158.0,32-13-2025,32-13-2025,refunded
not_a_date,O0000984,123abc,2025-03-12T14:27:25,###BAD###,@@@
PM0000985,O0000985,4395.82,2024-03-24T10:40:52,cod,paid
9999-99-99,O0000986,2531.27, ,upi,32-13-2025
PM0000987,9999-99-99,9999-99-99,2023-02-10T23:01:51,upi,123abc
N/A,O0000988,,not_a_date,netbanking,paid
PM0000989,O0000989,nan,123abc,invalid,paid
 ,O0000990,5943.19,2024-03-17T17:46:15,card,paid
PM0000991,O0000991,1912.43,2023-07-29T16:25:50,@@@,invalid
PM0000992,@@@,1943.91,2023-02-19T07:40:49,null,paid
PM0000993,O0000993,32-13-2025,123abc,,paid
PM0000994,O0000994,913.5,2023-06-01T16:46:45,cod,null
PM0000995,O0000995,N/A,NULL,netbanking,refunded
PM0000996,O0000996,4821.08,2024-10-24T13:32:47,9999-99-99,NULL
PM0000997,O0000997,9863.1,2023-07-24T08:41:36,32-13-2025,paid
 ,,2880.88,2024-03-31T13:35:17, ,paid
nan,O0000999,N/A,2025-10-14T23:25:23,card,refunded
123abc,32-13-2025,2544.27,2023-02-20T12:49:14,N/A,paid
PM0001001,not_a_date,nan,2024-09-28T10:09:51,card,paid
PM0001002,O0001002,###BAD###,not_a_date,card,
N/A,O0001003,nan,,@@@,
PM0001004,O0001004,7005.11,2025-10-07T08:26:19,32-13-2025,paid
N/A,O0001005,@@@,2025-04-12T00:17:44,cod,paid
PM0001006,NULL,###BAD###,2024-04-27T10:29:45,card,32-13-2025
PM0001007,32-13-2025,3861.11,2023-06-08T12:08:48,card,paid
PM0001008,NULL,@@@,2025-06-15T03:02:56,N/A,paid
PM0001009,O0001009,5868.5,2025-05-06T12:00:18,upi,paid
nan,O0001010,4452.66,2024-10-22T19:56:23,123abc,invalid
PM0001011,32-13-2025,1176.09,2024-02-23T19:45:23, ,invalid
PM0001012,O0001012,7374.85,2024-03-07T10:59:47,32-13-2025,paid
PM0001013,O0001013,1259.07,NULL,not_a_date,NULL
PM0001014,@@@,3531.67,N/A,@@@,paid
PM0001015,32-13-2025,null,2023-05-06T19:29:38,###BAD###,NULL
PM0001016,O0001016,invalid,NULL,N/A,invalid
PM0001017,,4376.0,N/A,netbanking,paid
PM0001018,O0001018,2922.55,not_a_date,upi,paid
 ,O0001019,not_a_date,2025-02-23T10:36:49,not_a_date,
PM0001020,O0001020,1527.46,2023-12-11T00:50:14,NULL,paid
PM0001021, ,N/A,2023-12-04T15:55:00,invalid,paid
PM0001022,###BAD###,nan,###BAD###,card,not_a_date
PM0001023,NULL,32-13-2025,2025-03-16T12:49:24,123abc,N/A
PM0001024,O0001024,4701.8,2024-10-11T16:05:56,netbanking,paid
PM0001025,32-13-2025,3368.26,not_a_date,cod,32-13-2025
PM0001026,###BAD###,3327.14,2024-05-28T21:07:35, ,paid
 ,O0001027,2372.24,2025-01-18T14:49:42,9999-99-99,paid
32-13-2025,O0001028,6015.34,2024-01-27T12:23:11,invalid,paid
PM0001029,O0001029,100.06,2025-01-09T16:12:00,123abc,paid
null,null,4127.03,2025-01-25T08:32:58,nan,paid
PM0001031,O0001031,123abc,not_a_date, ,paid
PM0001032,O0001032,nan,NULL,N/A,paid
NULL,invalid,4748.81,2023-12-22T15:47:55,###BAD###,paid
N/A,9999-99-99,1601.4,2023-03-01T19:57:45,netbanking,paid
###BAD###,O0001035,invalid,2025-05-09T03:03:28,card,paid
PM0001036,O0001036,785.84,32-13-2025,N/A,###BAD###
PM0001037,O0001037,3480.03,2023-12-13T18:46:23,cod,paid
PM0001038,O0001038,6590.7,2023-05-06T02:12:52,nan,refunded
PM0001039,O0001039,N/A,2023-12-20T14:02:17,###BAD###,not_a_date
invalid,O0001040,###BAD###,2023-01-07T09:17:35,upi,paid
invalid,not_a_date,14069.31,2023-06-26T18:59:29,@@@,paid
PM0001042,O0001042,13086.2,32-13-2025,123abc,paid
PM0001043,nan,2023.86,2023-01-22T06:40:23,invalid,paid
null,32-13-2025,2908.23,2024-01-27T23:48:47,9999-99-99,paid
PM0001045,invalid,32-13-2025,null,cod,9999-99-99
PM0001046,O0001046,2944.75,2024-01-21T08:56:12,32-13-2025,@@@
PM0001047,invalid,nan,2025-06-19T08:05:31,invalid,123abc
PM0001048,O0001048,2197.12,2025-07-09T20:43:53,,paid
PM0001049,O0001049,invalid,32-13-2025,upi,N/A
@@@,###BAD###,3534.66,N/A,card,refunded
PM0001051,O0001051,1905.11,2024-03-22T14:16:02,N/A,paid
not_a_date,O0001052,2162.63,2025-08-14T18:20:23,card,paid
@@@,not_a_date,3584.13,2023-08-03T20:22:55,netbanking,nan
PM0001054,32-13-2025,8229.9,null,upi,paid
PM0001055,O0001055,1560.81,invalid,cod,paid
123abc,nan,3402.12,2025-03-28T15:53:15,upi,paid
PM0001057,O0001057,4829.03,2025-04-01T09:02:59,card,123abc
123abc,###BAD###,123abc,2024-07-05T18:25:37,invalid,paid
PM0001059, ,not_a_date,2024-02-11T18:48:08,null,@@@
N/A,nan,1910.01,2023-07-05T09:50:49,upi,paid
###BAD###,O0001061,1181.86,2023-12-05T14:00:42,netbanking,not_a_date
PM0001062,not_a_date,1895.79,9999-99-99,NULL,paid
PM0001063,O0001063,32-13-2025,2025-02-05T00:30:10,NULL,N/A
PM0001064,nan,not_a_date,2024-03-11T15:42:24,netbanking,paid
9999-99-99,O0001065,32-13-2025,2023-09-21T10:48:59,upi,paid
32-13-2025,O0001066,invalid,123abc,cod,invalid
PM0001067,O0001067,@@@,123abc,card,@@@
nan,O0001068,11479.35,2023-06-08T20:14:08,card,paid
null,O0001069,not_a_date,2025-06-10T02:21:24,cod,paid
PM0001070,O0001070,2381.18,2024-09-29T12:43:52,upi,invalid
PM0001071,O0001071,261.25,2023-12-01T12:43:33,cod,paid
9999-99-99,###BAD###,480.79,N/A,32-13-2025,paid
PM0001073,O0001073,1994.27,2023-09-21T18:32:24,card,nan
PM0001074,O0001074,934.88,2025-04-02T13:49:03,123abc,paid
PM0001075,@@@,4244.7,2025-07-11T16:23:49,upi,paid
null,O0001076,1360.79, ,card,invalid
123abc,O0001077,123abc,2024-11-21T22:37:16,cod,32-13-2025
PM0001078,NULL,1068.4,,,null
PM0001079,O0001079,6297.69,,card,paid
PM0001080,O0001080,NULL,2024-08-23T11:26:01,upi,paid
PM0001081,O0001081,###BAD###,NULL,,paid
invalid,O0001082,9999-99-99,2023-06-22T17:06:08,cod,paid
N/A,NULL,2231.41,2024-07-16T11:29:44,cod, 
PM0001084,O0001084,4760.37,9999-99-99,card,paid
PM0001085,O0001085,4389.08,2023-06-11T10:59:40,cod,paid
PM0001086,O0001086,495.92,###BAD###,invalid,###BAD###
null,null,NULL,32-13-2025,invalid,invalid
invalid,O0001088,@@@,2025-08-26T06:48:59,NULL,paid
nan,O0001089,8819.64,2023-04-04T19:25:58, ,paid
 ,9999-99-99,4689.77,NULL,not_a_date,paid
9999-99-99,O0001091,5233.13,2025-08-05T19:50:40,netbanking,###BAD###
PM0001092,O0001092,123abc,2024-10-26T07:04:39,,paid
PM0001093,O0001093,N/A,2024-11-04T17:24:30,N/A,paid
@@@,O0001094,,N/A,cod,###BAD###
,O0001095,###BAD###,2023-12-15T21:24:16,nan,paid
PM0001096,9999-99-99,2542.17,2024-12-08T02:13:47,123abc,@@@
N/A,O0001097,,@@@,invalid,paid
PM0001098, ,not_a_date,2025-06-02T13:48:01,upi,invalid
@@@,NULL,5871.96,NULL,,paid
null,O0001100,123abc,NULL,netbanking,paid
NULL,not_a_date,3432.78,2025-04-16T11:48:13,upi,invalid
PM0001102,32-13-2025,11813.0,###BAD###,###BAD###,paid
PM0001103,32-13-2025,2164.86,,9999-99-99,paid
PM0001104,@@@,13000.58,not_a_date,upi,paid
PM0001105,O0001105,5759.99,2023-12-19T21:58:06,cod,paid
PM0001106,32-13-2025,4050.33,2024-01-22T20:01:39,card,paid
123abc,O0001107,3258.31,2023-02-16T10:39:15,cod,invalid
PM0001108,O0001108,6473.64,123abc,cod, 
9999-99-99,O0001109,288.76,2023-11-27T14:23:46,netbanking,paid
PM0001110,O0001110,3742.58,123abc,card,paid
PM0001111,O0001111,8651.64,2025-08-02T14:15:43,###BAD###, 
PM0001112,O0001112,2789.77,2025-08-02T16:41:07,123abc,N/A
PM0001113,O0001113,1218.45,2025-08-04T23:04:00,9999-99-99,invalid
NULL, ,4025.88,2025-02-28T02:50:26,card,
,O0001115,@@@,2025-09-11T23:03:18,card,NULL
N/A,O0001116,2362.24,2025-06-20T13:50:07,null,paid
PM0001117,O0001117,###BAD###,2023-12-13T11:26:42,netbanking,null
PM0001118,O0001118,4456.86,2024-06-25T03:21:41,@@@,9999-99-99
PM0001119,O0001119,32-13-2025,123abc,upi,###BAD###
32-13-2025,not_a_date,2031.24,2024-06-12T18:17:38,NULL,paid
NULL,O0001121,123abc,2024-08-13T00:14:56,upi,invalid
PM0001122,nan,123abc,,N/A,N/A
invalid,O0001123,2609.68,nan,32-13-2025,not_a_date
###BAD###, ,3010.82,2024-03-09T18:19:09, ,paid
PM0001125,O0001125,1666.08,2025-04-11T15:39:57,not_a_date,###BAD###
null,O0001126,@@@,nan, ,paid
PM0001127,O0001127,6937.14,null,card,paid
PM0001128,,2958.5,2024-09-25T06:14:09,@@@,paid
,O0001129,1379.58,2025-10-18T14:36:58,card,123abc
123abc,O0001130,2276.94,2024-02-19T11:42:02,card,N/A
not_a_date,O0001131,1243.77,2023-05-18T08:35:34,card,paid
 ,O0001132,608.76,2024-05-22T07:16:51,,paid
PM0001133,O0001133,10792.38,2025-07-23T05:02:38,N/A,paid
PM0001134,O0001134,3465.02,N/A,netbanking,paid
PM0001135,O0001135, ,2024-03-01T07:15:37,cod,
 ,O0001136,2075.94,2023-04-15T10:50:40,cod, 
PM0001137,O0001137,@@@,2023-06-20T15:12:06,netbanking,null
PM0001138,O0001138,1741.95,2023-01-20T18:27:55,cod,invalid
PM0001139,not_a_date,2915.52,###BAD###,upi,paid
nan,###BAD###,3402.58,2023-12-28T10:32:30,upi,nan
@@@,O0001141,###BAD###,2024-05-24T10:17:43,123abc,N/A
PM0001142,O0001142,2357.59, ,cod,paid
PM0001143,,2155.09,2024-01-02T02:48:27,card,nan
123abc,O0001144,2874.37,2024-01-10T06:49:06,netbanking,123abc
PM0001145,@@@,3306.0,2024-09-17T10:49:33,123abc,paid
PM0001146,O0001146,N/A,NULL,,refunded
PM0001147,O0001147,3927.6,2023-11-18T10:33:30,cod,paid
PM0001148,O0001148,4968.34,2024-06-22T15:59:54,NULL,paid
PM0001149,###BAD###,not_a_date,null,cod,paid
PM0001150,O0001150,6414.96,N/A,card,paid
PM0001151,123abc,5119.43,2023-10-14T14:49:17,not_a_date,paid
32-13-2025,O0001152,6414.07,2024-06-08T09:53:23,cod,N/A
PM0001153,invalid,227.01,2024-02-13T06:39:32,32-13-2025,paid
9999-99-99,123abc,167.58,2024-05-12T05:20:46,cod,paid
PM0001155,O0001155,NULL,nan,upi,paid
PM0001156,O0001156,null,2023-07-27T01:40:21,upi, 
N/A, ,712.31,2024-08-05T03:30:08,123abc,paid
PM0001158,@@@,5752.14,2025-04-27T04:55:09,netbanking,paid
PM0001159,NULL,1625.04,2024-05-17T10:36:34,upi,refunded
PM0001160, ,NULL,2023-02-14T04:49:49,@@@,paid
PM0001161,N/A,6506.57,2025-07-02T23:56:13,cod, 
PM0001162,not_a_date,1487.01,2025-01-11T10:12:43,@@@,###BAD###
 ,@@@,32-13-2025,9999-99-99,cod,
PM0001164,O0001164,,2023-04-09T16:03:58,upi,paid
@@@,O0001165,nan,2025-06-14T01:32:55,,refunded
PM0001166,O0001166,4501.03,2024-11-14T20:04:47,card,###BAD###
PM0001167,123abc,nan,2023-11-21T16:54:54,@@@,
PM0001168,O0001168,###BAD###,2023-05-30T21:27:52,cod,paid
###BAD###,O0001169, ,NULL,cod,nan
PM0001170,O0001170,3483.9,2023-02-13T12:36:18,N/A,paid
PM0001171,O0001171,not_a_date,2024-04-06T10:27:09,netbanking,paid
N/A,NULL,invalid, ,upi, 
PM0001173,O0001173,9999-99-99, ,,paid
PM0001174,O0001174,9999-99-99,N/A,###BAD###,paid
PM0001175,O0001175,invalid,2024-09-12T05:27:17,netbanking,paid
PM0001176,O0001176,1263.87,2023-10-09T14:07:53,card,not_a_date
PM0001177,123abc,4227.63,null,netbanking, 
@@@,nan,32-13-2025,2025-02-18T18:52:07,netbanking,paid
###BAD###,O0001179,6397.3,2024-03-05T03:31:47,not_a_date,32-13-2025
PM0001180,N/A,null,9999-99-99,upi,@@@
N/A,O0001181,6004.78,2025-07-24T00:00:24,@@@,paid
PM0001182,O0001182,@@@,2025-01-08T09:53:04,upi,
 ,,4347.78,9999-99-99,9999-99-99,32-13-2025
PM0001184,invalid,invalid, , ,paid
PM0001185,O0001185,9999-99-99,2023-01-19T04:33:09,NULL,paid
32-13-2025,9999-99-99,3930.09,123abc,cod,paid
###BAD###,O0001187,null,@@@,netbanking,null
PM0001188,O0001188,invalid,2023-08-13T05:01:31,null,paid
PM0001189,O0001189,invalid,2024-06-27T19:20:01,###BAD###,refunded
PM0001190,O0001190,3650.98,9999-99-99,@@@,paid
PM0001191,O0001191,NULL,not_a_date,card,NULL
32-13-2025,O0001192,3089.5,invalid,cod,paid
PM0001193,32-13-2025,N/A,2025-06-20T04:54:38,card,NULL
PM0001194,null,2768.04,invalid,upi,paid
PM0001195,null,3250.48,9999-99-99,netbanking,null
123abc,O0001196,not_a_date,2023-09-23T04:14:42,card, 
null,,8014.14,N/A,null,123abc
PM0001198,9999-99-99, ,2025-08-04T21:37:33,upi,N/A
PM0001199,O0001199,4869.42,2025-05-14T11:42:09,@@@,NULL
null,@@@,2945.27,2023-04-09T06:11:00,card,
PM0001201,O0001201,2855.71,2025-03-23T10:00:36,upi,paid
,nan,1581.11,invalid,cod,paid
PM0001203,O0001203,,2024-07-26T20:49:32,###BAD###,paid
PM0001204,O0001204,83.2,2024-11-29T15:49:35,invalid,not_a_date
PM0001205,O0001205,@@@,@@@,card,paid
123abc,invalid,7559.42, ,upi,paid
PM0001207,O0001207,9999-99-99,invalid,card,nan
PM0001208, ,8791.06,2024-02-04T04:53:43,card,
PM0001209,O0001209,3786.55,2024-12-25T16:38:49,@@@, 
N/A,32-13-2025,@@@,2024-04-16T22:33:10,card,paid
PM0001211,O0001211,nan,invalid,cod,paid
123abc,O0001212,3757.36,9999-99-99,cod,paid
N/A,O0001213,3667.22,nan,not_a_date,paid
PM0001214,,7385.11,2023-05-17T01:48:26,cod,NULL
PM0001215,O0001215,1862.16,2024-05-11T12:50:10,cod,paid
NULL,9999-99-99,not_a_date,not_a_date,32-13-2025,paid
PM0001217,O0001217,3198.61,2023-11-07T06:28:09,upi,paid
###BAD###,O0001218,4182.0,null,not_a_date,
PM0001219,123abc,not_a_date,invalid,,9999-99-99
9999-99-99,N/A,###BAD###,2024-11-30T08:02:24,upi,123abc
PM0001221,O0001221,8350.98,2025-08-13T13:37:10,cod,paid
123abc,O0001222,337.35,2023-07-31T02:46:38,9999-99-99,32-13-2025
 ,O0001223,,123abc,123abc,123abc
not_a_date,null,null,2024-07-18T08:40:32,upi,paid
PM0001225,9999-99-99,261.54,2023-01-27T03:45:51,cod,paid
PM0001226,O0001226,688.21,2025-06-07T21:17:06,32-13-2025,paid
PM0001227,O0001227,9999-99-99, ,card,paid
N/A, ,9999-99-99,###BAD###,cod,paid
null,N/A,5141.13,2023-03-23T11:41:50,cod,paid
nan,O0001230,4419.34,2025-03-27T20:47:49,card,###BAD###
PM0001231,,2177.2,invalid,cod,paid
PM0001232,O0001232,3130.54,2025-07-24T08:22:52,@@@,paid
,O0001233,3255.3,2025-07-02T01:20:29,upi,paid
PM0001234,9999-99-99,2671.89,,,paid
PM0001235,@@@,###BAD###,2023-07-02T10:22:39,123abc,paid
123abc,invalid,3242.24,invalid,cod,N/A
PM0001237,O0001237,,2025-10-15T20:11:48,upi,paid
9999-99-99,O0001238,N/A,2024-11-21T14:57:23,not_a_date,refunded
PM0001239,9999-99-99,7280.88,9999-99-99,upi,paid
PM0001240,nan,nan,123abc,cod,null
PM0001241, ,4247.43,2024-11-27T17:22:25,,paid
PM0001242,NULL,###BAD###,not_a_date,netbanking,paid
PM0001243,O0001243,4092.97,nan, ,paid
###BAD###,O0001244,5491.37,2024-04-04T22:14:15,cod,paid
PM0001245,invalid,2883.96,2023-01-26T09:15:01,cod, 
###BAD###,invalid,451.02,2024-01-29T13:11:54,32-13-2025, 
PM0001247,O0001247,2427.83,2024-06-19T22:50:23,upi,paid
N/A,NULL,###BAD###,null,null,paid
PM0001249,,2272.86,2024-05-20T17:37:08, ,9999-99-99
PM0001250,###BAD###,2524.64,invalid,netbanking,
PM0001251,nan,4831.62,2023-04-19T14:39:28,@@@,paid
9999-99-99,nan,4628.39,2023-12-17T00:35:28,card,paid
@@@,not_a_date,1480.31,2023-10-30T02:43:22,upi,paid
PM0001254,O0001254,8838.68,2023-02-26T22:38:31,netbanking,paid
nan,NULL,not_a_date,2025-07-14T09:34:44,@@@,paid
PM0001256, ,3910.16,2025-04-13T04:49:34,upi,paid
@@@,O0001257,2501.73,2023-04-19T22:48:22,card,paid
PM0001258,invalid,NULL,2025-04-27T23:10:46,netbanking,paid
9999-99-99,NULL,1546.27,invalid,null,paid
@@@,O0001260,2958.5,2025-04-14T12:44:30,upi,@@@
###BAD###,O0001261,1471.99,nan,upi, 
9999-99-99,O0001262,nan,###BAD###,card,32-13-2025
 ,O0001263,748.86,123abc,null,paid
PM0001264,O0001264,@@@,2025-02-03T03:10:00,32-13-2025,paid
PM0001265,O0001265,32-13-2025,2025-02-26T09:01:51,nan,123abc
PM0001266,###BAD###,invalid,2023-12-20T06:40:39,netbanking,paid
PM0001267,O0001267,7783.86,2023-11-13T19:23:36,cod,NULL
PM0001268,O0001268,123abc,null,NULL,paid
PM0001269,O0001269,7138.98,9999-99-99,netbanking,paid
PM0001270,O0001270,4414.37,2024-01-31T19:09:39,###BAD###,paid
invalid,O0001271,3443.81,2025-07-06T03:42:35,@@@,paid
PM0001272,O0001272,4633.12,@@@,upi,paid
PM0001273,O0001273,123abc,invalid,9999-99-99,9999-99-99
PM0001274,O0001274,2833.55,2024-10-18T16:36:36,cod,paid
,O0001275,833.24,###BAD###,cod,paid
PM0001276,O0001276,463.44,2025-02-11T02:31:01,upi,paid
9999-99-99,,123abc,###BAD###, ,null
NULL,O0001278,N/A,,invalid,paid
PM0001279,9999-99-99,1305.57,N/A,NULL,paid
nan,NULL,4103.44,2023-04-18T21:55:27,netbanking,paid
PM0001281,O0001281,1390.22,2023-04-02T06:06:29,@@@,paid
PM0001282,O0001282, ,2024-02-21T15:13:36, ,###BAD###
PM0001283,O0001283,invalid,###BAD###,invalid,invalid
 ,invalid,###BAD###,2024-05-07T21:52:58,not_a_date,@@@
PM0001285,O0001285,1636.72,nan,@@@,N/A
PM0001286,O0001286,4330.97,2024-05-19T19:42:16,nan,paid
PM0001287,O0001287,,2024-07-12T13:44:00,not_a_date,32-13-2025
PM0001288,O0001288,2031.24,2024-01-24T15:16:38,NULL, 
N/A,NULL,null,2025-07-08T04:42:44,card,paid
PM0001290,null,2929.08,2025-09-27T02:11:34,@@@,123abc
PM0001291,O0001291,9999-99-99,2024-08-09T09:54:36,card,paid
nan,O0001292,1265.57,@@@,invalid, 
,###BAD###,4025.88,2025-09-07T03:07:14,invalid,paid
nan,O0001294,474.37,@@@,netbanking,nan
@@@,O0001295,5596.77,32-13-2025,N/A,32-13-2025
PM0001296, ,1170.02,2024-10-13T01:36:00,upi,paid
PM0001297,O0001297,1623.04,not_a_date,card,
N/A,O0001298,4817.7,not_a_date,netbanking,paid
PM0001299,O0001299,invalid,2025-06-17T00:55:28,netbanking,invalid
PM0001300,O0001300,###BAD###,null,,paid
PM0001301,O0001301,nan,null,upi,paid
,invalid,3052.72,2023-10-21T03:43:14,card,paid
PM0001303,null,163.68,2025-03-04T18:07:54,card,invalid
PM0001304,O0001304,9999-99-99,2025-09-02T18:41:24,NULL,paid
N/A,O0001305,6672.83,2024-05-01T21:31:39,cod,paid
N/A,O0001306,1832.26,2023-11-10T14:34:56,,123abc
PM0001307,123abc,5005.71,2023-12-24T12:16:56, ,NULL
invalid,O0001308,N/A,2024-09-06T04:02:29,N/A,invalid
PM0001309,O0001309,1265.57,2024-12-23T06:25:26,cod,paid
9999-99-99,O0001310,###BAD###,2025-03-06T14:23:21,invalid,nan
PM0001311,O0001311,2917.86,,netbanking,paid
not_a_date,not_a_date,5869.93,2025-08-06T17:55:48,null,refunded
PM0001313,nan,nan,2025-03-15T04:30:06,9999-99-99,###BAD###
PM0001314,123abc,32-13-2025,2025-04-24T01:12:13,netbanking,paid
,null,@@@,2025-06-03T05:28:01,N/A,paid
PM0001316,O0001316,32-13-2025,2023-11-16T20:25:36,null,not_a_date
null,@@@,1697.89,2024-10-10T14:15:55,cod,
PM0001318,O0001318,5199.96,123abc,card,paid
PM0001319,123abc,2884.94,2023-04-19T10:54:05,N/A,not_a_date
PM0001320,@@@,N/A,null,upi,N/A
@@@,32-13-2025, ,2024-11-24T22:11:18,netbanking,invalid
PM0001322,O0001322,1256.94,2025-04-30T03:34:58,netbanking,paid
PM0001323,O0001323,6221.91,2024-07-29T22:54:57,card,paid
PM0001324,32-13-2025,NULL,2025-06-30T03:48:02,cod,paid
PM0001325,O0001325,NULL,2025-09-03T05:49:01,upi,paid
@@@,123abc,1480.31,2024-01-08T14:57:01,upi,paid
,O0001327,3089.5,NULL,@@@,9999-99-99
PM0001328,O0001328,8347.48,2024-02-08T20:20:18,not_a_date,123abc
PM0001329,O0001329,797.82,2025-10-10T00:39:57,NULL,paid
invalid,O0001330,506.33,2024-06-01T06:32:17,NULL,paid
N/A,###BAD###,3552.01,2023-12-08T01:41:15,upi,paid
PM0001332,@@@,null,not_a_date,,paid
PM0001333,O0001333, ,9999-99-99,NULL,paid
PM0001334,O0001334,5981.18,2024-02-13T15:24:24,upi,paid
PM0001335,123abc,6013.15,invalid,upi,paid
PM0001336,O0001336,2371.78,2024-12-10T23:16:35,upi,NULL
PM0001337,O0001337,invalid,2025-07-10T21:05:51,N/A,@@@
PM0001338,9999-99-99,not_a_date,123abc,card,123abc
nan,123abc,4539.06,invalid,card, 
PM0001340,O0001340,3011.1,2023-05-25T04:37:40,NULL,paid
PM0001341,O0001341,9999-99-99,2023-08-05T19:07:03,nan,@@@
N/A, ,not_a_date,2023-07-07T22:05:00,9999-99-99,paid
PM0001343,O0001343,1122.61,@@@,cod,@@@
PM0001344,invalid, ,2025-10-11T19:45:11,9999-99-99,paid
