order_id,customer_id,order_date,status,total_items,payment_method,shipping_city
not_a_date,###BAD###,null,not_a_date,1,cod,Hyderabad
O0000834,32-13-2025,null,delivered,invalid,NULL,@@@
null,C00590,2024-06-29T07:04:34,delivered,1,netbanking,NULL
invalid,C00402,N/A,returned,1,upi,Noida
not_a_date,C00211,123abc,delivered,2,not_a_date,###BAD###
O0000838, ,2024-01-15T16:58:44,,1,upi,Kolkata
O0000839,C00175,2024-10-07T21:04:10,delivered,null,null,Bengaluru
32-13-2025,C00986,2023-01-27T21:30:27,delivered,1,netbanking,9999-99-99
,invalid,2023-06-07T05:43:48,nan,1,upi,Noida
O0000842,nan,2023-01-03T15:55:15,delivered,1,card,###BAD###
O0000843,null,N/A,delivered,NULL, ,Delhi
9999-99-99,@@@,2024-09-15T23:21:28,delivered,3,N/A,nan
O0000845,C00680,2025-09-23T08:23:29,delivered,invalid,N/A,###BAD###
O0000846,C00728,2024-11-14T16:49:42,N/A,1,9999-99-99,Delhi
,NULL,2023-02-12T04:26:54,9999-99-99,null,netbanking,Pune
@@@,C00510,2023-03-05T07:36:47,delivered,3,###BAD###,Pune
null,C00212,2023-07-02T06:58:24,delivered,1,upi,N/A
O0000850,nan,not_a_date,delivered,,9999-99-99,Hyderabad
,null,9999-99-99,delivered,null,upi,Delhi
O0000852,C00444,2025-07-20T18:50:50,null,2,card,Mumbai
O0000853,C00511,2023-10-29T14:43:09,delivered,1,32-13-2025,@@@
O0000854,C00311,2025-09-24T09:04:51,@@@,2,N/A,Mumbai
123abc,NULL,invalid,delivered,N/A,###BAD###,Hyderabad
9999-99-99,C00361,2023-01-02T01:16:08,nan,1,123abc,Bengaluru
O0000857,invalid,2023-06-26T22:17:09,shipped,1,netbanking,invalid
O0000858,C00600, ,32-13-2025,1,upi,Kolkata
N/A,C00832,2025-03-02T13:25:57,123abc,null,upi,Chennai
null,C00612,2024-09-28T05:36:27,N/A,1,not_a_date,Bengaluru
O0000861,32-13-2025,2024-02-13T08:08:26,delivered,9999-99-99,N/A,32-13-2025
O0000862,C00088,N/A,delivered,1,32-13-2025,N/A
9999-99-99,C00802,2025-06-13T03:08:33,delivered,1,###BAD###,N/A
O0000864,C00480,2024-12-26T13:29:26,32-13-2025,1,cod,Mumbai
O0000865,N/A,nan,###BAD###,nan,invalid,Kolkata
O0000866,C00595,null,processing,1,invalid,123abc
NULL,C00774,2025-03-15T04:25:42,N/A,###BAD###,###BAD###,Mumbai
O0000868,null,2023-04-23T08:53:41,delivered,123abc,card,not_a_date
@@@, ,2025-09-13T22:21:55,delivered,N/A,123abc,@@@
NULL,32-13-2025,invalid,N/A,2,netbanking,###BAD###
O0000871,C00644,2024-09-28T23:59:00,returned,1,###BAD###,Delhi
O0000872,not_a_date,2023-01-01T04:38:56,123abc,###BAD###,card,Kolkata
O0000873,C00210,,delivered,###BAD###,###BAD###,Mumbai
O0000874,C00949,null,shipped,,netbanking,NULL
O0000875,,2025-06-18T21:39:07,not_a_date,1,card,Bengaluru
O0000876,C00146,2024-05-07T05:32:47,delivered,1,N/A,9999-99-99
###BAD###, ,2024-08-16T09:42:06,shipped,2,cod,NULL
O0000878,C00684,, ,1,cod,Hyderabad
O0000879,C00834,2025-05-20T04:01:18,delivered,1,not_a_date,Mumbai
32-13-2025,C00595,nan,###BAD###,1,cod,123abc
O0000881,invalid,9999-99-99,delivered,1,32-13-2025,Mumbai
O0000882,N/A,not_a_date,delivered,NULL,upi, 
O0000883,N/A,NULL,delivered,1,upi,Noida
123abc,N/A,32-13-2025,32-13-2025,1,cod,Delhi
O0000885,###BAD###,2025-09-17T12:30:38,delivered,2,null,nan
9999-99-99,nan,2024-10-25T18:37:22,123abc,1,9999-99-99,Delhi
invalid,C00047,2023-03-02T23:10:14,not_a_date,###BAD###,card,Noida
O0000888,C00957, ,shipped,1,9999-99-99,Delhi
O0000889,C00922,123abc,cancelled,1,cod,Delhi
O0000890,32-13-2025, ,delivered,nan,cod,Pune
O0000891,C00622,2023-03-02T05:20:06,delivered,2,cod,Bengaluru
nan,C00653,,delivered,32-13-2025,upi,###BAD###
O0000893,C00207,###BAD###,returned,2,netbanking,null
O0000894,C00597,2023-02-19T20:42:06,delivered,9999-99-99,32-13-2025,null
O0000895, ,9999-99-99,N/A,1,###BAD###,Noida
123abc,C00195,2024-02-29T18:52:30,32-13-2025,invalid,upi,Bengaluru
N/A,N/A,not_a_date,delivered,1,@@@,Delhi
###BAD###,@@@,2024-09-02T03:07:31,null,nan,upi,Mumbai
###BAD###,123abc,2024-08-16T08:24:45, ,1,not_a_date,Chennai
O0000900,C00077,9999-99-99,N/A,9999-99-99,cod,Mumbai
O0000901,C00560,2023-08-16T18:30:59,9999-99-99,1,null,Mumbai
O0000902,C00034,2024-11-23T13:16:12,N/A,1,nan,9999-99-99
 ,32-13-2025,2024-11-06T21:58:56,delivered,1,@@@,Delhi
123abc,32-13-2025,2023-03-14T11:04:26,,1,card,9999-99-99
,C00970,2023-09-23T08:46:02,delivered,1,9999-99-99,Kolkata
nan,,2024-12-18T13:30:19,null,32-13-2025, , 
O0000907,32-13-2025,2023-04-24T00:49:50,returned,2,,Mumbai
N/A,C00566,not_a_date,null,not_a_date,,Hyderabad
9999-99-99,32-13-2025,123abc,,1,upi,Pune
O0000910,C00199,2024-12-03T13:58:03,delivered,N/A,123abc,###BAD###
O0000911,C00233,2025-04-25T23:48:56,returned,1,card,###BAD###
,C00895,null,delivered, ,netbanking,Chennai
O0000913,C00045,2024-10-05T11:38:41,NULL,1,null,Bengaluru
O0000914,C00621,@@@,@@@,1, ,Chennai
O0000915,32-13-2025,null,returned,1,netbanking,@@@
O0000916,C00731,2024-09-11T11:49:35,,1,netbanking,Chennai
@@@,null,not_a_date,N/A,not_a_date,cod,nan
,32-13-2025,NULL,delivered,2,netbanking,Delhi
not_a_date,NULL,2023-10-18T01:15:44,,nan,null,N/A
O0000920,nan,2025-10-18T01:17:17,,1,9999-99-99,123abc
O0000921,C00062,2024-07-25T19:24:31,N/A,,cod,Hyderabad
nan,C00455, ,delivered,NULL,32-13-2025,Mumbai
O0000923,nan,2024-09-16T01:34:48,32-13-2025,2,9999-99-99,Pune
O0000924,invalid,123abc,nan,2,cod,123abc
O0000925,C00802,2023-04-27T03:35:24,shipped,1,upi,Noida
O0000926, ,2024-06-16T05:24:29,delivered,1,netbanking,Bengaluru
O0000927,C00930,N/A,shipped,invalid,card,Kolkata
O0000928,invalid,32-13-2025,123abc, ,32-13-2025,Pune
O0000929,C00276,2024-05-28T20:51:49,delivered,1,card,Chennai
O0000930,null,not_a_date,32-13-2025,@@@,card,Noida
9999-99-99,@@@,,delivered,1,32-13-2025,Hyderabad
O0000932,C00060,2023-06-12T08:57:39,delivered,invalid,@@@,Noida
9999-99-99,C00185,2024-06-12T08:16:55,delivered,3,not_a_date,Bengaluru
O0000934,C00151,2023-04-12T07:07:41,delivered,1,NULL,32-13-2025
O0000935,null,not_a_date,shipped,1,card,
O0000936,C00554,2023-04-02T19:15:22,delivered,not_a_date,###BAD###,Delhi
O0000937,C00524,@@@,delivered,1,cod,
nan,C00658,2025-05-23T09:09:01,delivered,2,upi,
32-13-2025,C00999,32-13-2025,processing,1,upi,@@@
 , ,2025-01-24T01:18:59,,N/A,card,32-13-2025
invalid,C00624,null,cancelled,1,upi,9999-99-99
123abc,C00388,2023-03-08T21:46:09,delivered,1,nan,invalid
O0000943,C00982,null,###BAD###,1,invalid,Delhi
O0000944,C00868,2023-04-16T19:30:42,delivered,2,@@@,Pune
O0000945,32-13-2025,2024-02-04T18:18:58,@@@,1,netbanking,invalid
O0000946,32-13-2025,2025-07-22T10:47:07,delivered,1,cod,Hyderabad
O0000947,NULL,2023-06-13T11:35:32,invalid,1,upi,Noida
O0000948,###BAD###,2024-04-16T14:50:26,delivered,2,###BAD###,null
O0000949,C00796,###BAD###,delivered,2,upi,Chennai
NULL,C00350,2024-10-04T03:05:26, ,1,netbanking,@@@
O0000951,C00648,2024-02-10T05:56:29,123abc,1,card,Hyderabad
O0000952,C00270,2025-08-20T23:06:08,32-13-2025,1, ,Mumbai
O0000953,C00707,2023-12-08T02:08:32,123abc,1,cod,not_a_date
###BAD###,9999-99-99,invalid,delivered,2,upi,Delhi
@@@,C00345,NULL,delivered,null,card,null
O0000956,32-13-2025,2024-12-27T14:58:26,delivered,1,cod,Chennai
32-13-2025,C00776,2025-09-04T22:08:46,invalid,1,card,Bengaluru
O0000958,@@@,2023-01-16T18:37:23,delivered,@@@,cod,Hyderabad
 ,nan,nan,delivered,1,NULL,Kolkata
O0000960,C00305,2025-10-07T10:03:36,delivered,2,cod,@@@
 ,C00331,2025-02-25T10:48:11,###BAD###,1,card,nan
O0000962,C00441, ,delivered,null,upi,Chennai
null,123abc,2023-08-31T09:17:31,null,1,netbanking,Chennai
invalid,C00962,2024-06-15T19:48:06,123abc,1,@@@,Bengaluru
,C00099,2024-02-28T17:53:32,cancelled,,card,null
not_a_date,C00983,2024-02-04T00:31:53,returned,NULL,upi,Kolkata
O0000967,C00289,2025-05-23T23:28:33,delivered,2,9999-99-99,null
###BAD###,C00941,2023-08-13T22:45:58,N/A,N/A,cod,Hyderabad
O0000969,@@@,not_a_date,shipped,1,@@@,nan
O0000970,C00823,2023-06-11T23:50:14,delivered,1,32-13-2025,Bengaluru
 ,32-13-2025,2024-11-17T08:29:40,delivered,invalid,card,null
O0000972,###BAD###,2023-03-20T13:06:59,delivered,2,123abc,N/A
###BAD###,not_a_date,NULL,delivered,2,NULL,Kolkata
NULL,###BAD###,2024-02-05T08:30:09,delivered,null,netbanking,invalid
###BAD###,C00290,###BAD###,delivered,1,N/A,Mumbai
O0000976,32-13-2025,,N/A,1,netbanking,not_a_date
 ,nan,2024-06-22T19:24:40,delivered,1,upi,Noida
O0000978,123abc,2024-01-04T09:53:14,processing,1,cod,Noida
O0000979,C00816,null,delivered,1,card,Kolkata
O0000980,C00116,2024-08-11T13:28:20,@@@, ,32-13-2025,Delhi
###BAD###,C00181,@@@,delivered,N/A,cod,null
O0000982,,###BAD###,nan,2,card,null
O0000983,C00275,2024-03-16T13:03:35,cancelled,1,upi,Pune
O0000984,123abc,2025-03-12T14:27:25,delivered,1,card,
123abc,C00498,2024-03-24T10:40:52,delivered,2,cod,null
O0000986,NULL,###BAD###,delivered,not_a_date,nan,null
32-13-2025,C00620,2023-02-10T23:01:51,delivered,nan,upi,invalid
 ,C00786,2023-05-10T20:03:33,delivered,null,netbanking,Bengaluru
O0000989,C00859,2025-03-21T22:14:18,returned,1,upi, 
O0000990,C00424,9999-99-99,9999-99-99, ,32-13-2025,Mumbai
###BAD###,C00774,2023-07-29T16:25:50,delivered,2,not_a_date,Chennai
invalid,123abc,###BAD###,invalid,,card,Chennai
O0000993,C00768,null,delivered,,null,null
O0000994,C00079,invalid,cancelled,1,cod,Mumbai
O0000995,C00016,invalid,cancelled,N/A,netbanking,###BAD###
O0000996,C00804,invalid,nan, ,@@@, 
32-13-2025,C00208,2023-07-24T08:41:36,delivered,2,upi,not_a_date
null,C00096,N/A,,1,netbanking,Hyderabad
invalid,9999-99-99,2025-10-14T23:25:23,N/A,3,nan,Noida
O0001000,@@@, ,,1,cod,invalid
O0001001,C00659,2024-09-28T10:09:51,delivered,,card,Delhi
O0001002,@@@,2023-12-13T06:55:31,delivered,1,card,null
O0001003,not_a_date,2025-08-27T16:46:53,32-13-2025,2,netbanking,###BAD###
invalid,not_a_date,2025-10-07T08:26:19, ,2,netbanking,Mumbai
O0001005,C00330,2025-04-12T00:17:44, ,2,###BAD###,Noida
nan,,NULL, ,1,card,Delhi
null,32-13-2025,###BAD###,@@@,###BAD###, ,Bengaluru
not_a_date,C00203,NULL,delivered,2,invalid,Noida
32-13-2025,C00144,###BAD###,,1,N/A,Chennai
O0001010,C00536,null,delivered,nan,@@@,Bengaluru
invalid,C00298,2024-02-23T19:45:23,not_a_date,1,###BAD###,Noida
O0001012,32-13-2025,2024-03-07T10:59:47,delivered,9999-99-99,netbanking,Bengaluru
null,C00537,2025-08-28T00:20:26,delivered,null,cod,Delhi
9999-99-99,nan,NULL,delivered,1,cod,Pune
,C00097,2023-05-06T19:29:38,delivered,2,@@@,Kolkata
 ,###BAD###,2023-01-29T06:17:18,9999-99-99,2,cod,Chennai
@@@,###BAD###, ,9999-99-99,1,32-13-2025,
O0001018,C00607, ,delivered,32-13-2025,upi,Delhi
O0001019,@@@,###BAD###,processing,2,,Noida
NULL,C00215,123abc,shipped,1,card,null
9999-99-99,C00147,2023-12-04T15:55:00,,9999-99-99,not_a_date,Bengaluru
O0001022,C00524,invalid,not_a_date,1,card,Kolkata
O0001023,C00574,NULL,delivered,invalid,upi,Chennai
O0001024,@@@,2024-10-11T16:05:56,123abc,3,netbanking,Bengaluru
O0001025,123abc,2024-07-22T22:09:53,delivered, ,cod,123abc
O0001026,C00712,2024-05-28T21:07:35,null,not_a_date,upi,Bengaluru
O0001027,not_a_date,2025-01-18T14:49:42,delivered,invalid,32-13-2025,9999-99-99
 ,C00632,2024-01-27T12:23:11,not_a_date,2,card,Kolkata
invalid,9999-99-99,2025-01-09T16:12:00,NULL,123abc,upi,Delhi
nan,9999-99-99,2025-01-25T08:32:58,delivered,2,upi,
O0001031,9999-99-99,@@@,delivered,,NULL,Chennai
O0001032,C00641,@@@,processing,1,cod,Noida
O0001033,,2023-12-22T15:47:55,null,9999-99-99,card,not_a_date
O0001034,C00379,null,NULL,1,nan,###BAD###
 , ,123abc,invalid,9999-99-99,N/A,Pune
32-13-2025,32-13-2025,32-13-2025,NULL,1,upi,32-13-2025
O0001037,C00920,2023-12-13T18:46:23,delivered,1,cod,32-13-2025
###BAD###,C00858,2023-05-06T02:12:52,cancelled,123abc,@@@,###BAD###
O0001039,C00086,2023-12-20T14:02:17,delivered,,@@@,Bengaluru
O0001040,@@@,2023-01-07T09:17:35,delivered,###BAD###,invalid,9999-99-99
32-13-2025,C00582,2023-06-26T18:59:29,not_a_date,invalid,card,null
@@@,@@@,2023-06-26T05:20:37,delivered,2,32-13-2025,Bengaluru
N/A,C00808,2023-01-22T06:40:23,N/A,1,netbanking,Chennai
O0001044,123abc,@@@,delivered,1,card,Hyderabad
O0001045,C00723,2024-08-10T05:17:08,delivered,nan,cod,123abc
O0001046,C00856,2024-01-21T08:56:12,delivered,1,@@@,Chennai
###BAD###,C00715,2025-06-19T08:05:31,delivered,9999-99-99,upi,Pune
O0001048,nan,2025-07-09T20:43:53,delivered,invalid,@@@,9999-99-99
O0001049,NULL,2024-03-07T22:27:22,delivered, ,nan,9999-99-99
###BAD###,C00351,2025-10-28T17:53:47,cancelled,1,nan,Kolkata
O0001051, ,2024-03-22T14:16:02,NULL,2,netbanking,null
O0001052,###BAD###, ,delivered,1,card,not_a_date
O0001053,C00719,2023-08-03T20:22:55,processing,2,N/A,Hyderabad
O0001054,C00487,,delivered,2,upi,Chennai
O0001055,C00167,invalid,null, ,cod,Hyderabad
O0001056,C00749,2025-03-28T15:53:15,delivered,not_a_date,upi,NULL
NULL,C00495,2025-04-01T09:02:59,@@@,NULL,card,Hyderabad
invalid,C00437,nan,delivered,1,null,Chennai
O0001059,C00908,2024-02-11T18:48:08,nan,1,123abc,Mumbai
O0001060,###BAD###,2023-07-05T09:50:49,delivered,1,32-13-2025,Noida
O0001061,C00406,nan,delivered,2,netbanking,9999-99-99
invalid,N/A,2023-06-14T05:15:54,invalid,null,card,
O0001063,C00158,2025-02-05T00:30:10,delivered,9999-99-99,null,Hyderabad
nan,32-13-2025,2024-03-11T15:42:24,123abc,NULL,NULL,NULL
O0001065,C00397,123abc,delivered,1,@@@,Chennai
O0001066,C00840,2025-05-19T19:25:34,delivered,not_a_date,cod,Mumbai
O0001067,C00228,,delivered,1,32-13-2025,Hyderabad
O0001068,C00937,NULL,delivered,1,card,Kolkata
###BAD###,C00310,null,delivered,1,,Bengaluru
O0001070,9999-99-99,N/A,delivered,invalid,123abc,Hyderabad
O0001071,C00184,nan, ,###BAD###,cod,nan
nan, ,32-13-2025,not_a_date,1,card,9999-99-99
O0001073, ,2023-09-21T18:32:24,delivered,1,card,@@@
O0001074,C00670,2025-04-02T13:49:03,delivered,@@@,upi,Delhi
nan,C00619,2025-07-11T16:23:49,123abc,3,upi,not_a_date
O0001076,C00115,2024-01-02T13:34:48,delivered,nan,card,32-13-2025
 ,N/A,not_a_date,N/A,1,null, 
O0001078,C00050, ,,1,cod,Pune
O0001079, ,2025-01-26T08:27:21,delivered,1,card,Chennai
O0001080,C00184,2024-08-23T11:26:01,N/A,2,upi,Mumbai
O0001081,C00611,123abc,delivered, ,cod,not_a_date
O0001082,C00180,nan,###BAD###,1,N/A,32-13-2025
O0001083,N/A,2024-07-16T11:29:44,not_a_date,1,nan,Mumbai
32-13-2025,C00079,2024-10-30T11:02:09,delivered,2,card,null
###BAD###,C00525,2023-06-11T10:59:40,delivered,not_a_date,cod,Hyderabad
O0001086,9999-99-99,123abc,NULL,1,card,NULL
O0001087,C00989,2023-08-27T06:36:16,NULL,32-13-2025,netbanking,Mumbai
invalid,###BAD###,2025-08-26T06:48:59,invalid,1,netbanking,32-13-2025
O0001089,C00514,,delivered,3,NULL,Chennai
O0001090,C00006,2025-04-13T06:01:50,delivered,NULL,,Chennai
not_a_date,C00274,2025-08-05T19:50:40,not_a_date,2,netbanking,NULL
invalid,null,2024-10-26T07:04:39,###BAD###,1,123abc,Hyderabad
NULL,nan,2024-11-04T17:24:30,processing,123abc,card,Pune
O0001094,C00349,2024-10-16T11:52:28,32-13-2025,1,NULL,Kolkata
null,C00546,2023-12-15T21:24:16,delivered, ,card,32-13-2025
32-13-2025,C00575,2024-12-08T02:13:47,shipped,1,upi,Chennai
O0001097,not_a_date,2024-10-07T14:43:29, ,1,netbanking,Pune
O0001098,C00579,2025-06-02T13:48:01,cancelled,1,NULL,Noida
O0001099, ,2025-02-07T17:08:24,9999-99-99,2,@@@,Delhi
O0001100,nan,2024-03-23T06:07:36,delivered,1,32-13-2025,nan
O0001101, ,2025-04-16T11:48:13,NULL,1,upi,Pune
O0001102,C00789,32-13-2025,processing,3,upi,Hyderabad
nan,9999-99-99, ,delivered,2,cod,Bengaluru
O0001104,C00947,@@@,delivered,nan,upi,Noida
O0001105,C00672,, ,9999-99-99,123abc,Hyderabad
N/A,C00421,2024-01-22T20:01:39,delivered,1,card, 
nan,@@@,2023-02-16T10:39:15,delivered,###BAD###,cod,null
nan,C00975,2025-01-28T00:47:38,processing,2,cod,Kolkata
O0001109,C00871,,nan,1,not_a_date,N/A
O0001110,C00960,2024-02-14T10:08:18,32-13-2025,32-13-2025,not_a_date,invalid
O0001111,,2025-08-02T14:15:43,delivered,2,32-13-2025,Bengaluru
32-13-2025,C00997,2025-08-02T16:41:07,returned,,upi,nan
invalid,C00251,123abc,nan,,cod,Noida
O0001114,C00883,2025-02-28T02:50:26,shipped,32-13-2025,card,123abc
N/A,32-13-2025,2025-09-11T23:03:18,returned,1,invalid,Pune
123abc,C00410, ,delivered,1,123abc,32-13-2025
O0001117,C00740,2023-12-13T11:26:42,123abc,@@@,netbanking,Noida
,C00216,null,not_a_date,2,cod,Noida
O0001119,C00771,2024-05-16T08:21:18,null,1,32-13-2025,Noida
O0001120,C00717,2024-06-12T18:17:38,delivered,1,netbanking,Bengaluru
O0001121, ,2024-08-13T00:14:56,delivered,2,upi,null
 ,C00315,nan,invalid,3,,NULL
O0001123,C00159,2023-09-21T04:38:18,processing,2,upi,32-13-2025
NULL,123abc, ,9999-99-99,N/A,upi,Pune
 ,C00739,nan,@@@,1,upi,Bengaluru
O0001126,C00602,N/A,delivered,1,cod,###BAD###
O0001127,invalid,not_a_date,delivered, ,card,Pune
O0001128,C00231,invalid,delivered,1,card,32-13-2025
O0001129,C00366,2025-10-18T14:36:58,9999-99-99,invalid,card,Kolkata
O0001130,NULL,invalid,9999-99-99,1,card,Pune
O0001131,C00520,2023-05-18T08:35:34,not_a_date,2,card,N/A
 ,32-13-2025,32-13-2025,delivered,1,32-13-2025,9999-99-99
@@@,@@@,2025-07-23T05:02:38,delivered,1,upi,Delhi
O0001134,C00761,null,delivered,,invalid,Chennai
NULL,123abc,2024-03-01T07:15:37,cancelled,1,cod,32-13-2025
O0001136, ,2023-04-15T10:50:40,delivered,NULL,cod,Delhi
N/A,C00453,2023-06-20T15:12:06,delivered,2,netbanking,Noida
O0001138,N/A,not_a_date,processing,1,9999-99-99,Kolkata
O0001139,null, ,delivered,1,upi,Noida
O0001140,C00647,2023-12-28T10:32:30,delivered,not_a_date,32-13-2025,Chennai
,C00889,2024-05-24T10:17:43,delivered,2,nan,Noida
O0001142,C00115,2024-01-09T15:00:20,123abc,1,cod,Noida
O0001143, ,2024-01-02T02:48:27,null,1,card,Noida
O0001144,C00351,2024-01-10T06:49:06,cancelled,1,netbanking,Chennai
@@@,C00514,N/A,123abc,1,not_a_date,Kolkata
O0001146,C00585,2023-11-13T10:10:12,cancelled,nan,null,not_a_date
nan,C00625,9999-99-99,delivered,N/A,cod,N/A
null,not_a_date,2024-06-22T15:59:54,nan,1,upi,Bengaluru
O0001149,not_a_date,2024-11-14T23:22:53,,2,cod,Chennai
O0001150,nan,NULL,nan,2,card,Hyderabad
O0001151,C00363,9999-99-99,delivered,@@@, ,Kolkata
###BAD###,C00678,2024-06-08T09:53:23,delivered,2,invalid,null
null,123abc,2024-02-13T06:39:32,delivered,1,upi,Delhi
O0001154,32-13-2025, ,9999-99-99,1,,Mumbai
O0001155,,2025-03-09T22:58:45,9999-99-99,1,@@@,
O0001156,C00061,2023-07-27T01:40:21,@@@,2,upi,null
,C00946,2024-08-05T03:30:08,not_a_date,1,card,Pune
O0001158,9999-99-99,2025-04-27T04:55:09,32-13-2025,N/A,netbanking,
O0001159,C00449,2024-05-17T10:36:34,9999-99-99,9999-99-99,upi,Chennai
null,@@@,9999-99-99,delivered,1,upi, 
O0001161,C00927,2025-07-02T23:56:13,delivered,2,cod,not_a_date
O0001162,null,9999-99-99,shipped,1,upi,Chennai
O0001163,@@@,2023-02-17T04:07:41,delivered,1,null,
###BAD###,C00818,2023-04-09T16:03:58,###BAD###,null,upi,Mumbai
NULL,C00580,2025-06-14T01:32:55,cancelled,1,,N/A
O0001166,NULL,2024-11-14T20:04:47,delivered,2,32-13-2025,123abc
O0001167,9999-99-99,32-13-2025,delivered,2,nan,123abc
O0001168,C00770,2023-05-30T21:27:52,delivered,1,###BAD###,Bengaluru
invalid,NULL,9999-99-99,delivered,1,@@@,Hyderabad
O0001170,C00911,N/A,invalid,123abc,cod,Mumbai
 ,NULL,2024-04-06T10:27:09,delivered,not_a_date,netbanking,Pune
@@@,9999-99-99,2025-07-26T20:42:12,cancelled,3,upi,Bengaluru
###BAD###,C00194,2023-10-31T06:19:11,delivered,1,card,Bengaluru
O0001174,C00554,2024-12-14T02:20:55,delivered,not_a_date,NULL,Kolkata
O0001175,null,2024-09-12T05:27:17,delivered,1,32-13-2025,Pune
NULL,C00028,,@@@,1,card,Noida
32-13-2025,C00889,2024-03-03T12:03:28,32-13-2025,2,@@@,Kolkata
O0001178,C00790,nan,delivered,1,netbanking,N/A
###BAD###,null,2024-03-05T03:31:47,delivered,123abc,upi,Hyderabad
O0001180,C00196,not_a_date,@@@,1,32-13-2025,###BAD###
,9999-99-99,###BAD###,9999-99-99,3,cod,@@@
O0001182,9999-99-99,###BAD###,delivered,nan,null,Kolkata
,C00719,2023-06-22T20:41:51,delivered,N/A,cod,Mumbai
O0001184,C00975,2024-07-16T23:41:57,delivered,2,netbanking,9999-99-99
O0001185,C00182,2023-01-19T04:33:09,invalid,N/A,cod,null
O0001186,@@@, ,delivered,2, ,Bengaluru
O0001187,nan,2023-12-20T05:59:33,32-13-2025,1,null, 
O0001188, ,2023-08-13T05:01:31,###BAD###,1,9999-99-99,Pune
O0001189,C00931,2024-06-27T19:20:01,cancelled,1,upi,Mumbai
,C00911,not_a_date,delivered,@@@,NULL,Mumbai
O0001191,123abc,9999-99-99,delivered,invalid,9999-99-99,123abc
O0001192,not_a_date,2024-04-01T02:26:04,delivered,1,cod,Noida
 ,C00426,null,returned,not_a_date,9999-99-99,Chennai
O0001194,C00488,2025-08-19T08:08:20,9999-99-99,1,upi,NULL
O0001195,###BAD###, ,delivered,1,netbanking,Kolkata
,invalid,2023-09-23T04:14:42,delivered,2,card,Hyderabad
O0001197,not_a_date,2023-08-04T07:14:16,delivered,3,upi, 
123abc,NULL,2025-08-04T21:37:33,delivered,3,@@@,Bengaluru
not_a_date,,2025-05-14T11:42:09,delivered,2,null, 
O0001200,123abc,2023-04-09T06:11:00, ,1,card,Kolkata
O0001201,C00166,2025-03-23T10:00:36,123abc,2,upi,Kolkata
O0001202,nan,2025-04-10T14:13:29,delivered,,,
O0001203,9999-99-99,@@@,NULL,1,null,N/A
O0001204,null,2024-11-29T15:49:35,32-13-2025,1,card,Pune
O0001205,C00782,2024-06-22T02:50:23,delivered,123abc,nan, 
###BAD###,C00097,,NULL,2,upi,Bengaluru
O0001207,C00895,2024-12-12T09:28:27,delivered,1, ,Bengaluru
O0001208,123abc,2024-02-04T04:53:43,NULL,1,not_a_date,Kolkata
###BAD###,32-13-2025,2024-12-25T16:38:49,delivered,1,card,nan
123abc,123abc,2024-04-16T22:33:10, ,invalid,card,not_a_date
9999-99-99,123abc,@@@,123abc,NULL,cod,Kolkata
O0001212,9999-99-99,2023-04-11T12:18:24,processing,N/A,###BAD###,Noida
O0001213,C00480,32-13-2025,delivered,1,upi,Chennai
O0001214,C00214,2023-05-17T01:48:26,delivered,NULL,9999-99-99,N/A
O0001215,C00783,2024-05-11T12:50:10,delivered,32-13-2025,cod,Kolkata
9999-99-99,@@@,2024-12-18T02:14:17,@@@,1,###BAD###,not_a_date
O0001217,C00744,###BAD###,9999-99-99,1,upi,Mumbai
N/A,C00653,2023-08-29T16:19:33,delivered,not_a_date,nan,Kolkata
O0001219,C00677,###BAD###,nan,1,cod,Bengaluru
N/A,9999-99-99,2024-11-30T08:02:24,,1,123abc,32-13-2025
O0001221,C00642,nan,processing,3,cod,Chennai
O0001222,32-13-2025,2023-07-31T02:46:38,shipped,nan,upi,NULL
O0001223,C00891,2025-10-09T22:27:26, ,1,NULL,Chennai
O0001224,32-13-2025,2024-07-18T08:40:32,not_a_date,###BAD###,###BAD###,Pune
not_a_date,C00086, ,delivered,NULL,nan,Kolkata
O0001226,C00606,,shipped,NULL,null,32-13-2025
O0001227,C00622,2025-02-22T01:38:06,delivered,1,card,NULL
O0001228,C00121,@@@,not_a_date,invalid,cod,Hyderabad
32-13-2025,C00736,N/A,delivered,not_a_date,nan,
nan,C00963,2025-03-27T20:47:49,nan, ,card,null
@@@,C00581,2024-01-06T00:40:21,,2,cod,Mumbai
O0001232,C00747,2025-07-24T08:22:52,delivered,###BAD###,@@@,###BAD###
nan,C00284,2025-07-02T01:20:29,delivered,1,invalid,Bengaluru
9999-99-99,C00215,2024-10-21T23:25:48,delivered,9999-99-99,not_a_date,Noida
@@@,C00878,2023-07-02T10:22:39,delivered,1,netbanking,32-13-2025
O0001236,C00849,N/A,,1,cod,Pune
123abc,C00637,2025-10-15T20:11:48,@@@,,upi,Noida
123abc,C00360,2024-11-21T14:57:23,cancelled,1,###BAD###,Pune
null,9999-99-99,2023-08-17T06:37:19,processing,3,,9999-99-99
O0001240,C00408,2023-06-05T06:05:05,delivered,1,cod,Chennai
O0001241,C00150,123abc,delivered,2,not_a_date,Delhi
O0001242, ,2024-08-24T19:36:05,delivered,2,netbanking,not_a_date
123abc,###BAD###,2023-03-25T07:35:09,delivered,@@@,upi,Mumbai
O0001244,C00507,32-13-2025,processing,9999-99-99,not_a_date,Kolkata
O0001245,NULL,32-13-2025,processing,nan,,Noida
